Vardas              Pavarde             ND1    ND2    ND3    ND4    ND5    Egzaminas 
Jonas               A.                  4      10     6      1      6      3         
Nojus               E.                  5      3      3      7      2      6         
Liepa               S.                  7      10     1      1      6      10        
Juozas              H.                  6      5      2      5      5      9         
Kestas              R.                  7      5      9      1      7      5         
Emilija             E.                  2      4      8      9      6      7         
Adomas              M.                  2      7      3      10     3      7         
Nojus               A.                  6      3      4      3      1      4         
Barbora             I.                  1      5      8      6      8      2         
Amelija             F.                  9      5      5      10     9      4         
Kestas              K.                  4      7      4      6      9      10        
Liepa               B.                  4      2      3      9      4      7         
Lukas               O.                  2      10     5      1      5      4         
Ugne                C.                  9      10     9      2      8      2         
Olivija             I.                  6      9      6      8      2      5         
Petras              N.                  5      7      7      7      4      1         
Dominykas           E.                  6      3      5      2      3      10        
Ugne                B.                  10     1      3      6      7      9         
Dominykas           A.                  10     7      2      9      1      5         
Matas               V.                  5      2      5      3      5      5         
Dominykas           V.                  3      3      3      2      1      10        
Motiejus            B.                  1      1      9      2      9      7         
Lukne               B.                  3      3      6      7      3      9         
Rokas               O.                  7      8      1      6      5      10        
Lukas               P.                  10     7      2      6      1      6         
Ema                 J.                  10     1      2      1      1      9         
Emilija             I.                  1      5      8      1      9      1         
Jonas               C.                  8      3      7      10     8      6         
Motiejus            P.                  2      1      8      6      10     3         
Adomas              D.                  3      3      2      5      4      1         
Jonas               T.                  1      2      1      8      10     3         
Matas               P.                  7      6      7      4      9      7         
Petras              N.                  2      8      10     4      6      4         
Jonas               L.                  8      9      2      3      1      1         
Rokas               G.                  9      6      1      9      5      2         
Lukne               R.                  1      1      8      7      4      6         
Daumantas           S.                  1      2      7      8      1      5         
Nojus               S.                  8      6      9      10     2      7         
Lukas               P.                  5      10     3      6      6      5         
Markas              G.                  6      6      6      6      7      1         
Adele               V.                  2      4      7      7      1      9         
Markas              K.                  6      1      1      3      10     5         
Petras              V.                  9      2      8      2      10     8         
Tomas               L.                  5      6      8      2      4      2         
Emilija             J.                  1      5      7      6      6      1         
Matas               K.                  4      1      5      6      4      8         
Lukne               H.                  2      7      6      9      4      3         
Kestas              P.                  3      2      1      3      1      3         
Paulius             L.                  6      5      3      2      9      6         
Tomas               H.                  5      6      1      9      9      4         
Ugne                I.                  2      4      3      6      5      9         
Olivija             S.                  10     9      8      8      3      8         
Andrius             E.                  3      7      1      3      6      4         
Adomas              D.                  8      10     5      7      5      9         
Ema                 K.                  7      7      6      5      2      10        
Emilija             L.                  8      2      5      7      6      5         
Andrius             F.                  1      8      1      1      1      4         
Liepa               C.                  9      6      5      7      6      6         
Andrius             H.                  5      7      10     8      3      3         
Liepa               G.                  3      5      9      3      2      3         
Jonas               M.                  9      2      5      10     10     7         
Tomas               J.                  4      10     9      6      4      5         
Tomas               A.                  8      7      1      7      9      10        
Andrius             I.                  2      5      4      8      5      3         
Emilija             T.                  5      6      6      7      5      3         
Barbora             C.                  5      4      8      2      6      4         
Juozas              G.                  7      5      9      7      8      6         
Tomas               Q.                  8      7      1      7      3      2         
Ugne                Q.                  4      6      5      9      4      2         
Matas               U.                  2      1      4      4      10     1         
Lukne               E.                  1      7      5      3      2      10        
Amelija             P.                  3      9      2      4      1      6         
Lukne               L.                  4      6      7      4      7      1         
Tomas               T.                  7      10     3      4      8      7         
Ema                 A.                  1      8      8      9      9      3         
Matas               Q.                  6      3      2      8      4      1         
Amelija             J.                  8      2      1      8      9      1         
Olivija             V.                  8      8      7      1      6      5         
Andrius             E.                  9      2      8      10     1      5         
Paulius             K.                  10     7      1      6      7      2         
Barbora             N.                  10     7      6      5      10     3         
Jonas               F.                  7      6      6      10     1      7         
Lukas               F.                  3      5      2      7      9      2         
Rokas               Q.                  5      2      8      10     10     8         
Markas              C.                  7      8      1      2      3      4         
Adomas              M.                  10     7      6      8      2      6         
Olivija             C.                  3      10     1      4      5      1         
Markas              S.                  8      3      2      3      1      5         
Jokubas             U.                  7      1      4      4      2      10        
Emilija             P.                  5      2      7      9      6      4         
Liepa               K.                  3      7      3      10     6      5         
Paulius             C.                  10     7      6      3      3      10        
Benas               K.                  10     6      3      7      5      9         
Rokas               K.                  7      6      9      10     10     1         
Juozas              U.                  6      10     5      9      1      1         
Kestas              F.                  10     4      10     8      9      7         
Markas              E.                  6      3      3      1      5      5         
Benas               Q.                  7      6      7      7      1      7         
Daumantas           B.                  8      5      5      5      8      9         
Jonas               A.                  1      1      3      4      6      10        
Jonas               A.                  8      6      5      2      9      7         
Juozas              T.                  5      5      9      1      1      2         
Ema                 O.                  2      4      1      2      4      2         
Ugne                K.                  7      5      3      7      5      7         
Markas              J.                  5      6      2      7      1      10        
Adomas              Q.                  7      7      2      5      9      4         
Jonas               T.                  9      4      1      4      6      2         
Daumantas           T.                  6      10     9      7      5      7         
Kestas              I.                  8      2      6      3      1      3         
Rokas               G.                  6      4      3      8      10     10        
Rokas               N.                  4      8      8      9      10     1         
Adomas              M.                  8      3      10     4      2      7         
Paulius             Q.                  5      1      5      6      1      8         
Jonas               Q.                  3      1      1      2      6      3         
Dominykas           R.                  6      5      3      5      5      7         
Dominykas           M.                  4      8      10     3      3      7         
Juozas              I.                  3      1      1      2      2      6         
Olivija             L.                  6      6      9      2      5      10        
Lukne               O.                  6      10     2      2      10     10        
Rokas               M.                  6      7      6      5      3      10        
Benas               P.                  3      3      8      4      3      9         
Liepa               N.                  6      6      4      4      3      10        
Kestas              P.                  3      1      4      4      7      6         
Amelija             K.                  9      1      6      1      3      1         
Markas              Q.                  4      5      3      8      10     7         
Dominykas           H.                  6      5      3      1      10     6         
Adomas              N.                  10     6      10     6      6      3         
Adomas              K.                  10     4      8      10     10     1         
Barbora             O.                  5      7      6      6      4      2         
Ema                 U.                  7      2      7      3      5      1         
Paulius             T.                  5      7      5      7      4      8         
Benas               B.                  7      10     4      3      7      5         
Ema                 B.                  5      1      6      3      1      5         
Lukas               D.                  5      9      1      10     6      9         
Emilija             M.                  10     8      4      10     2      8         
Benas               K.                  6      6      4      5      4      5         
Barbora             S.                  8      8      10     4      7      2         
Ema                 M.                  4      7      8      7      3      7         
Ema                 A.                  7      6      7      3      2      3         
Motiejus            K.                  9      9      5      9      6      6         
Jonas               S.                  2      8      8      6      10     2         
Andrius             G.                  7      1      5      7      2      1         
Lukne               U.                  4      6      4      3      7      4         
Petras              Q.                  9      2      3      3      8      2         
Paulius             N.                  6      7      10     1      6      10        
Tomas               O.                  4      1      10     3      7      9         
Ugne                G.                  6      6      7      2      10     4         
Markas              M.                  2      9      5      3      7      8         
Olivija             K.                  3      4      9      1      7      5         
Adele               C.                  4      4      2      10     4      2         
Lukne               O.                  4      7      6      4      6      5         
Lukas               F.                  2      4      8      8      3      3         
Adele               R.                  3      1      1      5      2      5         
Lukas               V.                  10     5      6      7      1      1         
Benas               N.                  6      7      10     10     1      8         
Ugne                Q.                  3      1      1      4      9      9         
Olivija             R.                  2      2      10     4      8      6         
Adomas              U.                  9      2      1      9      10     1         
Matas               O.                  7      8      10     10     3      10        
Amelija             O.                  2      7      6      5      2      9         
Rokas               A.                  1      5      6      6      4      2         
Petras              U.                  7      4      8      8      10     9         
Jonas               V.                  10     2      10     4      8      7         
Petras              G.                  2      4      4      9      2      2         
Adele               B.                  7      8      1      1      4      4         
Liepa               H.                  1      9      5      5      7      8         
Barbora             B.                  6      10     5      6      6      8         
Barbora             B.                  4      8      3      2      2      8         
Nojus               M.                  3      2      8      3      6      7         
Amelija             A.                  7      6      9      9      1      5         
Ema                 D.                  4      6      5      10     7      7         
Petras              F.                  10     10     5      9      2      6         
Barbora             C.                  9      1      2      10     10     6         
Adele               F.                  3      2      9      6      10     3         
Benas               T.                  10     1      10     3      1      6         
Ugne                O.                  2      5      8      4      1      1         
Liepa               O.                  8      10     1      6      5      9         
Petras              S.                  10     7      8      6      10     2         
Andrius             Q.                  6      5      9      1      5      8         
Nojus               E.                  9      4      8      3      6      6         
Emilija             B.                  1      4      7      4      10     10        
Benas               P.                  3      8      10     3      8      9         
Liepa               M.                  3      7      1      5      8      4         
Ugne                R.                  10     3      1      2      9      8         
Nojus               A.                  7      8      3      1      3      10        
Daumantas           U.                  2      7      9      8      10     10        
Kestas              P.                  6      1      9      3      3      3         
Barbora             O.                  4      8      9      10     10     1         
Dominykas           F.                  8      5      1      8      2      6         
Ugne                Q.                  8      8      3      10     3      5         
Paulius             M.                  4      9      6      9      7      7         
Markas              S.                  2      5      7      1      4      9         
Adele               N.                  3      10     9      6      10     1         
Petras              V.                  9      5      3      7      8      6         
Liepa               M.                  2      7      4      8      6      1         
Petras              B.                  6      3      1      5      8      3         
Kestas              D.                  6      4      6      3      2      1         
Kestas              C.                  2      5      6      5      9      1         
Jonas               B.                  4      6      3      8      5      2         
Juozas              H.                  4      3      6      8      10     4         
Barbora             Q.                  9      6      2      9      2      6         
Paulius             M.                  2      9      1      9      6      2         
Daumantas           I.                  6      3      3      1      4      8         
Petras              A.                  8      6      2      2      10     9         
Jonas               F.                  8      9      8      10     2      1         
Olivija             P.                  4      10     8      5      6      3         
Nojus               C.                  8      9      6      3      8      9         
Olivija             Q.                  10     3      6      4      8      5         
Paulius             F.                  9      10     2      9      4      7         
Petras              C.                  2      4      2      8      7      2         
Paulius             F.                  3      10     2      6      6      5         
Kestas              C.                  5      3      1      10     7      1         
Daumantas           J.                  7      1      10     7      4      6         
Jonas               I.                  9      5      10     2      2      10        
Motiejus            U.                  8      8      5      8      2      10        
Benas               Q.                  9      10     9      6      9      1         
Motiejus            C.                  5      7      5      7      2      7         
Jonas               V.                  5      3      6      9      6      2         
Liepa               L.                  3      5      10     5      5      3         
Motiejus            L.                  1      9      5      2      9      9         
Kestas              F.                  10     8      5      1      8      7         
Rokas               U.                  1      9      4      6      10     5         
Olivija             E.                  9      3      9      4      9      8         
Jonas               H.                  10     2      7      1      2      7         
Tomas               U.                  6      7      2      7      4      8         
Ema                 A.                  9      9      10     2      7      6         
Barbora             D.                  3      6      9      3      5      10        
Matas               S.                  8      6      8      2      6      5         
Jonas               U.                  7      3      6      7      3      2         
Jonas               L.                  4      3      7      10     5      7         
Amelija             I.                  4      1      4      5      2      1         
Jonas               G.                  6      1      6      6      4      8         
Nojus               O.                  9      6      5      2      6      9         
Ugne                A.                  10     7      1      1      9      8         
Ema                 K.                  1      10     10     2      4      10        
Ugne                A.                  1      3      1      5      1      1         
Tomas               F.                  10     4      7      8      5      10        
Juozas              R.                  2      2      5      4      5      6         
Adele               D.                  4      1      4      9      6      10        
Adele               O.                  3      4      1      5      8      9         
Paulius             M.                  1      2      5      2      8      4         
Olivija             R.                  6      9      5      8      3      9         
Juozas              D.                  2      4      9      5      9      10        
Lukne               J.                  10     10     5      1      4      5         
Nojus               M.                  5      2      10     2      10     5         
Matas               R.                  3      6      8      6      7      8         
Jokubas             T.                  1      9      1      9      8      3         
Emilija             R.                  2      7      10     9      3      10        
Paulius             I.                  3      1      4      5      5      8         
Ema                 S.                  4      4      9      2      5      6         
Rokas               A.                  5      8      10     1      4      1         
Adele               V.                  5      4      1      6      6      10        
Rokas               D.                  1      2      5      8      5      7         
Juozas              I.                  4      3      5      3      5      7         
Matas               G.                  1      6      8      9      4      9         
Amelija             V.                  6      3      6      1      1      5         
Olivija             E.                  8      2      4      5      1      6         
Adele               C.                  1      2      9      8      8      3         
Motiejus            D.                  3      8      4      6      7      8         
Kestas              E.                  3      9      6      3      7      7         
Amelija             H.                  10     2      10     2      7      6         
Kestas              P.                  3      5      10     8      8      6         
Tomas               N.                  6      7      6      8      3      10        
Petras              I.                  5      7      3      6      5      8         
Motiejus            T.                  2      3      3      9      2      2         
Markas              A.                  7      4      9      8      9      7         
Lukne               E.                  5      3      4      7      9      6         
Motiejus            P.                  1      1      3      5      6      8         
Matas               F.                  4      8      1      1      7      2         
Emilija             E.                  10     5      8      9      5      8         
Amelija             K.                  7      1      2      2      10     6         
Tomas               H.                  9      4      3      8      1      6         
Andrius             L.                  9      8      7      9      5      10        
Jonas               L.                  6      3      7      1      7      5         
Nojus               L.                  10     6      7      6      2      7         
Dominykas           D.                  5      4      3      10     4      5         
Ema                 P.                  9      3      3      2      6      5         
Nojus               H.                  7      6      4      1      6      3         
Markas              C.                  3      7      2      7      10     9         
Markas              P.                  7      4      6      3      6      9         
Adele               N.                  1      2      6      3      1      2         
Daumantas           A.                  7      4      10     3      7      9         
Andrius             I.                  2      6      9      7      8      5         
Ema                 A.                  3      5      9      9      4      7         
Barbora             V.                  6      4      3      1      4      4         
Daumantas           S.                  2      10     5      10     4      8         
Andrius             T.                  6      6      7      7      2      5         
Motiejus            M.                  4      4      9      9      4      7         
Jonas               H.                  6      4      6      7      3      4         
Emilija             E.                  2      5      1      5      7      6         
Emilija             B.                  8      1      4      8      5      5         
Adele               D.                  2      1      5      9      2      2         
Barbora             Q.                  3      9      9      7      4      3         
Andrius             K.                  4      4      10     8      4      10        
Olivija             K.                  4      4      3      8      5      1         
Jonas               K.                  3      3      4      7      7      1         
Ugne                K.                  6      4      10     1      2      3         
Rokas               P.                  3      5      5      3      10     6         
Adele               E.                  3      3      10     8      1      6         
Amelija             Q.                  6      7      1      7      9      5         
Andrius             M.                  6      8      3      7      8      8         
Amelija             S.                  3      6      5      5      2      10        
Paulius             V.                  1      1      8      3      3      10        
Ema                 J.                  10     1      1      9      9      9         
Paulius             F.                  5      4      4      1      1      9         
Andrius             E.                  5      4      6      1      10     1         
Ugne                P.                  4      7      9      3      6      10        
Adele               Q.                  10     3      7      7      2      1         
Daumantas           D.                  6      3      6      3      2      10        
Motiejus            E.                  4      10     4      2      5      2         
Motiejus            R.                  9      4      9      4      3      9         
Markas              J.                  7      2      4      10     9      6         
Juozas              J.                  4      7      10     5      1      7         
Petras              I.                  10     9      10     9      2      2         
Liepa               J.                  5      1      9      5      1      8         
Daumantas           O.                  9      9      2      3      6      5         
Lukne               G.                  1      10     3      3      1      8         
Benas               A.                  5      4      7      8      5      2         
Olivija             U.                  9      4      9      5      3      3         
Kestas              F.                  3      7      4      9      9      1         
Daumantas           E.                  9      1      1      7      5      2         
Barbora             T.                  8      10     9      4      3      1         
Benas               D.                  2      5      9      2      9      2         
Lukas               A.                  7      4      1      10     1      2         
Emilija             E.                  8      1      6      3      2      8         
Rokas               I.                  10     9      8      10     5      1         
Lukne               A.                  8      3      10     10     2      5         
Petras              H.                  2      5      3      10     2      1         
Ema                 O.                  8      6      6      9      10     4         
Petras              A.                  3      3      10     7      10     4         
Olivija             M.                  10     4      5      1      8      3         
Andrius             G.                  5      10     10     10     2      9         
Ema                 D.                  10     4      3      2      9      8         
Tomas               H.                  5      10     4      5      4      2         
Markas              S.                  5      6      8      10     9      4         
Amelija             G.                  5      6      10     1      3      9         
Olivija             S.                  10     3      6      8      4      2         
Ema                 I.                  6      10     9      4      1      7         
Benas               O.                  1      8      6      2      1      10        
Olivija             E.                  3      2      9      4      2      9         
Barbora             F.                  2      8      10     8      5      10        
Kestas              G.                  6      9      1      6      7      1         
Nojus               D.                  4      8      10     3      6      1         
Tomas               B.                  2      7      5      1      10     7         
Kestas              U.                  4      5      5      10     2      8         
Emilija             B.                  2      6      1      6      9      4         
Jonas               L.                  7      8      5      6      1      5         
Jokubas             L.                  3      1      10     9      5      3         
Jonas               U.                  7      6      9      3      5      8         
Juozas              H.                  8      2      7      3      3      9         
Barbora             E.                  4      1      6      2      6      4         
Adomas              H.                  10     10     3      9      2      1         
Matas               I.                  8      7      6      7      4      10        
Kestas              B.                  8      9      5      9      8      9         
Rokas               O.                  6      8      4      10     5      10        
Amelija             V.                  2      3      5      9      4      2         
Juozas              B.                  4      2      3      1      2      10        
Daumantas           U.                  3      4      3      8      3      4         
Jokubas             C.                  10     9      9      7      4      9         
Paulius             L.                  6      10     7      8      2      4         
Matas               K.                  6      1      2      4      6      9         
Lukas               F.                  3      9      10     9      4      1         
Ema                 O.                  9      8      9      6      6      7         
Ema                 B.                  9      7      1      1      2      9         
Liepa               N.                  1      4      7      8      1      2         
Olivija             Q.                  8      8      6      7      2      9         
Rokas               C.                  2      3      5      9      4      4         
Lukas               T.                  5      9      2      8      5      3         
Adele               J.                  3      6      4      1      2      10        
Rokas               F.                  3      8      8      10     2      10        
Matas               M.                  10     8      5      5      9      4         
Jokubas             G.                  5      1      2      9      4      5         
Jokubas             E.                  4      3      10     2      1      8         
Jokubas             A.                  8      8      1      2      7      8         
Adomas              I.                  9      5      3      3      8      1         
Motiejus            M.                  6      2      2      6      4      5         
Daumantas           N.                  3      4      6      2      7      4         
Nojus               P.                  7      6      7      6      7      4         
Andrius             C.                  10     7      8      7      7      4         
Markas              R.                  8      7      8      4      5      3         
Lukas               A.                  4      1      4      5      9      7         
Kestas              T.                  7      5      6      10     4      7         
Emilija             E.                  8      2      5      10     10     9         
Motiejus            G.                  2      4      5      4      7      4         
Liepa               N.                  2      2      5      8      1      5         
Juozas              E.                  7      6      7      1      9      6         
Adele               J.                  10     6      1      3      8      6         
Kestas              A.                  1      1      2      1      7      8         
Ema                 Q.                  9      1      4      6      3      1         
Jokubas             L.                  8      4      8      4      9      8         
Ema                 F.                  5      1      7      9      3      10        
Benas               J.                  4      5      4      2      6      7         
Lukas               G.                  7      10     1      5      9      4         
Daumantas           P.                  1      4      8      8      5      2         
Benas               Q.                  2      8      3      1      4      4         
Matas               C.                  2      2      8      5      4      6         
Dominykas           T.                  9      3      2      3      5      8         
Markas              U.                  9      5      6      7      2      1         
Motiejus            A.                  2      6      1      3      10     6         
Ema                 D.                  4      3      6      6      2      6         
Motiejus            Q.                  5      7      3      10     8      4         
Benas               K.                  4      3      5      1      5      8         
Tomas               P.                  5      6      4      10     9      5         
Markas              O.                  4      10     3      4      10     5         
Petras              P.                  8      2      9      3      7      7         
Ema                 B.                  1      3      10     9      3      8         
Andrius             N.                  2      4      8      1      3      6         
Lukas               M.                  2      2      9      1      5      8         
Benas               P.                  2      10     7      3      5      9         
Liepa               T.                  2      8      8      1      9      10        
Liepa               L.                  10     3      9      4      2      1         
Tomas               E.                  3      7      7      10     8      10        
Ugne                N.                  1      7      1      1      10     6         
Dominykas           F.                  10     8      10     8      3      2         
Adele               Q.                  9      8      2      2      6      2         
Kestas              B.                  7      5      3      4      2      3         
Ugne                J.                  2      10     8      8      6      10        
Jokubas             D.                  4      2      4      5      10     2         
Dominykas           U.                  8      5      2      4      5      3         
Jonas               G.                  10     8      2      3      7      4         
Andrius             J.                  9      3      4      7      9      10        
Dominykas           G.                  6      6      9      1      3      10        
Paulius             P.                  4      10     1      4      4      3         
Ema                 C.                  10     10     7      3      8      7         
Barbora             V.                  6      4      10     4      6      6         
Jokubas             T.                  4      7      5      5      10     3         
Liepa               S.                  3      2      8      9      6      6         
Benas               E.                  4      7      10     2      3      1         
Emilija             J.                  7      9      9      2      7      8         
Tomas               B.                  10     3      5      1      5      7         
Lukne               C.                  1      8      8      7      2      8         
Daumantas           V.                  8      9      8      4      10     7         
Rokas               M.                  2      3      10     9      3      1         
Andrius             L.                  8      2      8      8      1      6         
Amelija             J.                  3      7      5      9      4      7         
Olivija             C.                  5      6      1      7      5      9         
Ugne                A.                  5      5      3      10     4      3         
Dominykas           T.                  5      10     1      7      1      4         
Ema                 G.                  9      1      7      8      6      5         
Olivija             I.                  4      3      8      2      5      7         
Jonas               S.                  9      1      3      8      7      3         
Nojus               K.                  2      1      3      10     6      3         
Dominykas           B.                  1      4      3      8      5      10        
Ema                 B.                  3      10     10     6      5      3         
Adomas              F.                  7      6      8      6      6      8         
Emilija             D.                  5      8      7      10     3      4         
Petras              F.                  6      6      10     10     2      8         
Petras              M.                  9      6      10     5      1      10        
Motiejus            F.                  4      10     9      7      4      1         
Petras              U.                  10     4      1      6      10     6         
Kestas              D.                  6      2      3      8      6      3         
Lukas               M.                  10     6      10     4      9      5         
Tomas               O.                  7      6      5      9      8      9         
Benas               K.                  9      3      3      2      5      8         
Rokas               F.                  6      10     6      3      5      1         
Ugne                H.                  1      6      8      8      3      2         
Emilija             Q.                  7      8      9      3      10     6         
Adele               L.                  4      10     7      9      6      2         
Lukne               K.                  7      10     5      10     10     3         
Petras              A.                  3      10     4      4      3      8         
Jonas               Q.                  10     1      5      2      1      4         
Paulius             L.                  7      1      8      9      2      2         
Barbora             F.                  8      4      7      9      2      8         
Lukne               O.                  10     3      1      7      5      4         
Emilija             I.                  5      9      10     7      7      8         
Jokubas             H.                  9      7      1      2      1      3         
Andrius             J.                  2      8      5      1      2      10        
Tomas               E.                  6      6      7      3      3      4         
Jonas               A.                  6      7      4      3      6      7         
Markas              B.                  6      7      4      5      10     5         
Liepa               V.                  6      5      9      5      8      8         
Rokas               N.                  5      10     2      7      4      8         
Benas               C.                  3      9      2      4      3      9         
Kestas              P.                  4      5      1      5      10     5         
Markas              G.                  9      2      8      3      6      4         
Benas               E.                  6      8      4      10     3      6         
Kestas              T.                  5      6      8      1      3      5         
Lukne               S.                  5      9      5      9      4      7         
Adele               O.                  10     6      4      10     10     10        
Nojus               J.                  10     5      7      10     4      1         
Paulius             I.                  10     1      7      8      2      4         
Dominykas           B.                  2      9      7      10     1      1         
Tomas               D.                  6      8      5      8      6      1         
Emilija             J.                  1      9      4      1      9      3         
Barbora             J.                  7      8      6      8      7      2         
Andrius             S.                  4      3      8      7      3      4         
Benas               B.                  9      10     9      3      8      8         
Lukas               G.                  3      5      2      9      4      3         
Kestas              P.                  3      7      8      4      9      8         
Kestas              A.                  6      7      10     6      6      7         
Jonas               C.                  8      9      8      3      9      10        
Kestas              J.                  6      4      6      2      6      10        
Markas              B.                  5      5      8      9      8      2         
Juozas              U.                  4      3      5      5      3      2         
Adomas              L.                  1      9      8      6      5      10        
Lukas               C.                  9      4      4      3      1      8         
Tomas               R.                  2      10     7      1      9      3         
Olivija             P.                  5      6      10     4      9      9         
Kestas              A.                  9      9      7      8      8      9         
Tomas               T.                  8      5      1      8      2      7         
Adomas              E.                  5      4      7      6      8      8         
Jokubas             P.                  9      3      7      3      9      7         
Jokubas             D.                  3      4      3      5      5      8         
Amelija             J.                  7      1      1      8      2      4         
Ema                 G.                  6      6      7      6      7      8         
Markas              T.                  9      8      1      9      3      10        
Matas               G.                  2      6      6      7      3      1         
Adele               G.                  4      4      1      10     8      1         
Barbora             I.                  3      8      5      5      7      9         
Olivija             N.                  7      5      6      9      7      6         
Dominykas           J.                  7      4      2      2      1      5         
Barbora             M.                  2      7      10     6      9      10        
Paulius             C.                  6      8      10     8      6      7         
Jonas               J.                  6      7      3      1      1      8         
Juozas              L.                  7      7      8      9      6      4         
Petras              E.                  9      10     1      2      2      5         
Amelija             V.                  7      2      1      6      3      5         
Dominykas           J.                  9      10     6      8      4      5         
Markas              J.                  6      1      5      7      9      2         
Adomas              U.                  9      9      4      2      3      7         
Kestas              Q.                  8      6      6      8      6      5         
Jokubas             M.                  2      8      7      4      3      5         
Kestas              A.                  4      6      4      8      8      2         
Petras              A.                  6      3      7      2      3      2         
